,Unnamed: 0.1,Unnamed: 0,artist,name,emotion,index,cleaned_lyrics
926,926,926,One Way,Cutie Pie,relaxed,926,Cutie pie You're the reason why I love you so I don't want you to go  You're the girl who makes me feel so good Cutie pie  Cutie pie You brighten up my day It's impossible For me to stay away  Lately hazy Got my mind goin' round Want you to know How much I love you so Lately hazy Got my mind goin' round Want you to see How much you mean to me  You're the girl who makes me feel so good Cutie pie  Nothin' but a cutie pie  Cutie pie You really pick me up 'Til I can't Hardly get enough  You're the girl who makes me feel so good Cutie pie  Cutie pie You're the reason why I'm full of joy Since you came into my life  Lately hazy Got my mind goin' round Want you to know How much I love you so Lately hazy Got my mind goin' round Want you to see How much you mean to me  You're the girl who makes me feel good Cutie pie  You're the girl who makes me feel so good Cutie pie  Nothin' but a cutie pie Who makes me feel so good You're my cutie pie  You're the girl who makes me feel so good Cutie pie  You're nothin' but a cutie pie Makes me feel so good You're my cutie pie  You're the girl who makes me feel good Cutie pie  You're the girl who makes me feel so good Cutie pie You're the girl who makes me feel good Cutie pie
927,927,927,Elvis Presley,Heartbreak Hotel,sad,927,"Well, since my baby left me Well, I found a new place to dwell Well, it's down at the end of Lonely Street At Heartbreak Hotel  Where I'll be, I'll be so lonely, baby Well, I'm so lonely I'll be so lonely, I could die  Although it's always crowded You still can find some room For broken-hearted lovers To cry there in their gloom  They'll be, they'll be so lonely, baby They'll be so lonely They're so lonely, they could die  Now, the bellhop's tears keep flowin' And the desk clerk's dressed in black Well, they've been so long on Lonely Street They'll never, never look back  And they get so, they get so lonely, baby Well, they are so lonely They're so lonely, they could die  Well, now, if your baby leaves you And you got a tale to tell Well, just take a walk down Lonely Street To Heartbreak Hotel  Where you will be, you will be, you'll be so lonely, baby Well, you will be lonely You'll be so lonely, you could die   Although it's always crowded You still can find some room For broken-hearted lovers To cry there in their gloom  Where they get so, they get so lonely, baby Well, they're so lonely They'll be so lonely, they could die"
928,928,928,The Platters,I Love You 1000 Times,happy,928,"Remember love notes, the teacher found in school The whole class laughing, gee I felt just like a fool But that's not the very part about I I had to write thousand times  That I love you, I love you I love you, I love you Girl, I love you thousand times  The love notes I treasured, loving you was not a sin Punishment was pleasure, whoo I'd do it all over again I wrote, and I wrote, till my fingers got sore But I had to write just a little bit more  That I love you, I love you I love you, I love you Girl, I love you thousand times  Did you read my letters, it's been on my mind? All that it said was girl I love you one thousand times From them until this very same day I still feel that same old way  That I love you, I love you I love you, I love you Girl, I love you thousand times"
929,929,929,Bo Diddley,Bo Diddley,relaxed,929,"(One, two, three, four)  Bo Diddley buy babe a diamond ring If that diamond ring don't shine He gonna take it to a private eye If that private eye can't see He'd better not take the ring from me  Bo Diddley caught a nanny goat To make his pretty baby a Sunday coat Bo Diddley caught a bearcat To make his pretty baby a Sunday hat   Mojo come to my house, a black cat bone Take my baby away from home Mother ask Mojo, ""Where you been""? Up your house and goin' again Bo Diddley, Bo Diddley have you heard? My pretty baby said she was a bird"
930,930,930,Brenton Wood,Gimme Little Sign,relaxed,930,"If you do want me, gimme little sugar If you don't want me, don't lead me on, girl But if you need me, show me that you love me And when I'm feelin' blue, and I want you There's just one thing that you should do  Just gimme some kind of sign, girl, oh, my baby To show me that you're mine, girl, oh yeah Just gimme some kind of sign, girl, oh, my darlin' To show me that you're mine, girl, all right  If you do want me, give me little sweet talk If you don't want me, don't lead me on, girl But if you need me, show me that you love me And when I'm feelin' down, wearin' a frown You'll be there when I look around  Just gimme some kind of sign, girl, oh, my baby To show me that you're mine, girl, all right Just gimme some kind of sign, girl, oh, my baby To show me that you're mine, girl, all right, huh!   Just gimme some kind of sign, girl, oh, my baby To show me that you're mine, girl, oh yeah Just gimme some kind of sign, girl, oh, my darlin' To show me that you're mine, girl, all right  Just gimme some kind of sign Ooh-ooh-ooh-ooh, sign Just gimme some kind of sign, girl, oh, my baby To show me that you're mine, girl, all right Just gimme some kind of sign..."
931,931,931,Barry Manilow,Can't Smile Without You,sad,931,"You know I can't smile without you I can't smile without you I can't laugh and I can't sing I'm finding it hard to do anything You see, I feel sad when you're sad I feel glad when you're glad If you only knew what I'm going through I just can't smile without you  You came along just like a song And brightened my day Who'd have believed that you were part of a dream? Now it all seems light-years away  And now you know I can't smile without you (No I can't smile without you) I can't smile without you I can't laugh and I can't sing I'm finding it hard to do anything You see, I feel sad when you're sad I feel glad when you're glad If you only knew what I'm going through I just can't smile  Now some people say happiness takes so very long to find Well, I'm finding it hard leaving your love behind me  And you see I can't smile without you I can't smile without you I can't laugh and I can't sing I'm finding it hard to do anything You see I feel glad when you're glad (I feel sad) I feel sad when you're sad If you only knew what I'm going through I just can't smile without you  (Can't smile without you Can't smile without you Can't laugh and I can't sing I'm finding it hard to do anything)"
932,932,932,Shenandoah,Rock My Baby,relaxed,932,"After work, me and the boys Go down to Killey's and we make some noise Feed that old jukebox and play some air guitar Well, and there's nothin' wrong with shootin' pool And having some fun and acting a fool But this time I won't be going where they are  'Cause I'm going home and rock my baby Just thinkin' 'bout her is making me crazy And all day long, I've been dreamin' of holdin' her tight Yeah, it's gonna be a sweet surrender Candle light and love-me-tender I'm going home and rock my baby tonight  The girl sure has been working hard I thank she's ready for some R&R Something to take her mind off everything Champagne and a box of candy A dozen roses might come in handy To help loosen up those apron strings   If the roses and the candy do the trick Tomorrow, I may have to call in sick   Yeah, I'm going home and rock my baby tonight"
933,933,933,Hank Snow,Hello Love,happy,933,"Well look who's coming through the door I think we've met somewhere before Hello love, hello love Where in the world have you been so long I've missed you so since you've been gone Hello love, hello love  Make yourself feel right at home I hope you plan on staying long Come in love, come in love I must say I was sure surprised You're the last thing I expected by Hello love, hello love  I've heard it said time and again You often go back where you've been I really didn't believe it was true But I left the door unlocked for you  I'll try to please you in every way Assure you of a pleasant stay This time love, this time love I've been so blue since you've been gone Now you're back with me and nothing's wrong Hello love, hello love   I've heard it said time and again You often go back where you've been I really didn't believe it was true But I left the door unlocked for you  It's wonderful now you're back with me And things are like they used to be Remember love, remember love You're back with me now and my world's complete So don't mind me if I repeat Hello love, hello love, hello love, hello love"
934,934,934,Zebra,One More Chance,happy,934,"If I could only relive yesterday I think I'd try to do it right If I had one more chance to be with you I think it just might save my life, ow!  Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance, ow! Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance, ow!  I'm caught in the same old world And I just can't get my head unwhirled And I'm looking for any old place to hide  I took a journey down through paradise I think I'd like to make it twice I took another journey yesterday I hope it just won't ruin my life, ow!  Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance, ow! (One more chance, one more chance, one more chance, one more chance) Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance (One more chance, one more chance, one more chance, one more chance) Ow! Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance, ow! (One more chance, one more chance, one more chance, one more chance) Just one more chance (Just one more chance) And I will be your love forever One more chance, one more chance, ow! (One more chance, one more chance, one more chance, one more chance)  Just one more chance, just one more chance! Bring it!"
935,935,935,Sammy Hagar,Baby's On Fire,angry,935,"Her love is red hot when she comes undone Never thought gettin' burned could be so much fun Always comin' up with something new Yeah, that woman taught me a thing or two  She's on fire My baby's on fire  We go out driving in my 6.6, yeah Bypass the city, head straight for the sticks Shut off the lights, turn off the key No sooner set the brake, she jumps on top of me  She's on fire My baby's on fire  Now let it burn Ooh, yeah I like it hot  She's on fire My baby's on fire  No time for friends, no time for rest Straight home from school, she starts to get undressed It's five below but it's hot down here, ooh I get so hot every time she comes near Turned on to love like it's the latest style I get response from just a look with a smile She's like a bomb that's about to explode Just one touch and she begins to unload  She's on fire, woo My baby's on fire, oh yeah She takes me higher My baby's on fire, ow She's on fire My baby's on fire, yeah, I like it hot She's on fire, woo My baby's on fire Oh, now let it burn, ow Oh yeah"
936,936,936,Tony Carey,I Won't Be Home Tonight,relaxed,936,"I Won't Be Home Tonight Do you think I'd come runnin at the drop of a hat? Oh baby don't you know me any better than that? You're hot one minute, and gone the next So tell me what do you expect? You're standin' there tellin' me you're home for good Did you think I'd believe it? did you think I would? You can turn it right around, where you come from 'cause you and me are over and done Chorus I won't be home tonight I'll get along just fine without you Don't bother callin' me tonight Oh baby take it somewhere else Take it somewhere else Oh you think it's so easy, all you ever gotta do To make every man roll over for you You tell 'em something nice, show your baby blues But baby I've got news for you I won't be home tonight I'll get along just fine without you Don't bother callin' me tonight Oh baby take it somewhere else Somewhere else Baby take it somewhere else Take it somewhere else I won't be home tonight I'll get along just fine without you Don't bother callin' me tonight Oh baby take it somewhere else I won't be home tonight I'll get along just fine without you Don't bother callin' me tonight Oh baby take it somewhere else"
937,937,937,Whitesnake,Love Ain't No Stranger,happy,937,"Who knows where the cold wind blows I ask my friends, but nobody knows Who am I to believe in love Oh, love ain't no stranger  I looked around and what did I see Broken-hearted people staring at me All searching 'cause they still believe Oh, love ain't no stranger  I was alone and I needed love So much I sacrificed all I was dreaming of I heard no warning, but a heart can tell I'd feel the emptiness of love I know so well  Love ain't no stranger I ain't no stranger Love ain't no stranger I ain't no stranger to love, no, no, no  Can't hold the passion of a soul in need I look for mercy when my heart begins to bleed I know good lovin', I'm a friend of pain But, when I read between the lines it's all the same  Love ain't no stranger I ain't no stranger Love ain't no stranger I ain't no stranger to love   So who knows where the cold wind blows I ask my friends, but, nobody knows Who am I to believe in love Lord, have mercy Love ain't no stranger  I ain't no stranger  I was alone and I needed love So much I sacrificed all I was dreaming of Can't hold the passion of a soul in need I look for mercy when my heart begins to bleed  Love ain't no stranger I ain't no stranger Love ain't no stranger I ain't no stranger to love  Love ain't no stranger Love ain't no stranger I ain't no stranger"
938,938,938,Muse,Stockholm Syndrome,angry,938,"I won't stand in your way Let your hatred grow And she'll scream and she'll shout and she'll pray And she had a name, yeah, she had a name  I won't hold you back Let your anger rise And we'll fly and we'll fall and we'll burn No one will recall, no one will recall  This is the last time I'll abandon you And this is the last time I'll forget you I wish I could  Look to the stars Let hope burn in your eyes And we'll love and we'll hate and we'll die All to no avail, all to no avail  This is the last time I'll abandon you And this is the last time I'll forget you I wish I could   This is the last time I'll abandon you And this is the last time I'll forget you I wish I could  I wish I could"
939,939,939,Jose Alfredo Jimenez,El Rey,sad,939," Yo sé bien que estoy afuera Pero el día en que yo me muera Sé que tendrás que llorar (Llorar y llorar, llorar y llorar) Dirás que no me quisiste Pero vas a estar muy triste Y así te vas a quedar  Con dinero y sin dinero Hago siempre lo que quiero Y mi palabra es La Ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo El Rey  Una piedra del camino Me enseñó que mi destino Era rodar y rodar (Rodar y rodar, rodar y rodar) Después me dijo un arriero Que no hay que llegar primero Pero hay que saber llegar  Con dinero y sin dinero Hago siempre lo que quiero Y mi palabra es La Ley No tengo trono ni reina Ni nadie que me comprenda Pero sigo siendo El Rey"
940,940,940,Los Alegres De Teran,Hermosisimo Lucero,sad,940,A donde te hayas hermosísimo lucero A quien estas iluminándole la vida Mientras que yo aquí sin ti soy mula sin arriero Muerta ha de por los caminos de la vida Quisiera ser aquella nube pasajera Para buscarte en lugares que me ofendes Quisiera estar en donde estas ahorita mismo Para arrancarte de los brazos en donde duermes Tu eres el sol con que se alumbra mi existir Tu eres el agua con que se apaga mi sed Tu eres el aire que respiro pa vivir Tu eres la tierra donde al fin descansare Si me emborracho pa olvidarte ni te olvido Es que en el fondo de mi copa te estoy viendo Y en el fondo de la copa tu te burlas Con esa risa que me mata el pensamiento Tu eres el sol con que se alumbra mi existir Tu eres el agua con que se apaga mi sed Tu eres el aire que respiro pa vivir Tu eres la tierra donde al fin descansare
941,941,941,Nice & Wild,Diamond Girl,relaxed,941,"If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Wet, wet) You're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Wet, wet) Diamond girl, you make me feel Like I'm on fire when you are near You captivate me with your smile Girl, you make me get so wild Ooh, oh, diamond girl (Yes, yes) You're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Yes, yes) You're my diamond girl (Wet, wet) Diamond girl, I'd like to know If I am getting near your door Which will only make me want you more Ooh, I feel it coming through your door Ooh, oh, diamond girl (Wet, wet) You're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Wet, wet) You're my diamond girl (Wet, wet) If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Wet, wet) You fit right on my finger I'm so proud to have me in you I persist to enjoy all your gifts You fit right on my finger I'm so proud to have me in you I persist to enjoy all your gifts I-I-I-I-I-I-I-I persist Diamond girl, where'd we go wrong? The love I felt was all along Why did you had to leave so soon? I feel so lonely without love (Diamond girl) If you can feel what I am feeling Then the truth is just believing You're my, you're my diamond girl (Wet, wet) Ooh, oh, diamond girl (Wet, wet) I'll always wear your diamond, girl (Wet, wet) You're my diamond girl (Wet, wet) You're my diamond girl Diamond girl, tu me haces sentir Como estoy en fuego junto a ti Tú me cautivas con tu amor Te quiero dar todo mi calor Mi niña de diamante Sí, tú eres, sí, tú eres Oh, my diamond girl You fit right on my finger I'm so proud to have me in you You're my, my diamond girl "
942,942,942,The Cult,Sun King,relaxed,942,"This is where it all ends And the kinda dream that you've never seen Well, yeah Hot damn, ooh, mercy ma'am What the hell you doing to me? Ah, strutting round with your head held high What you trying to prove, girl? Black haired missy Big brown eyes On my knees, mama please I'm a regal man I'll do what I can To take you off to the promised land I'm a sun king, baby Let me take you by the hand Sun king, honey We can rule across the land I'm a sun king, baby With you, I'll share my throne A sun king, honey I can't make it on my own, no Hey, look out, little missy's about Ripping up the town, yeah Honey, I can't tie you down Woman, you make me frown Long legged lady with a black dress on On my knees, mama please I'm a regal man I'll do what I can To t-t-take you to the promised land A sun king, baby Let me take you by the hand Yeah, sun king, honey We can rule across this land I'm a sun king, baby, baby With you, I'll share my throne A sun king, honey I can't make it on my own, yeah Let me tell you people Now, listen good City crawling like a tired dog, yeah Cult children in the house of the dawn, yeah Time was wasted 'cause it's gone too fast Time was wasted 'cause it's gone too fast I see the sun begin to shine I see the sun begin to shine Sun king, baby, ow Let me take you by the hand Oh, sun king, honey We can rule across the land I'm a sun king, baby, yeah yeah With you, I'll share my throne Sun king, honey I can't make it on my own, yeah I'm a sun king, baby Sun king Sun king, baby..."
943,943,943,Sammy Kershaw,Love Of My Life,happy,943,"You are the love of my life And you are the reason I'm alive And baby baby baby When I think of how you saved me I go crazy I've never known love like this And it fills me with a new tenderness And I know I know I know You're in my heart, You're in my soul You're all I can't resist And I need to tell you The first time I held you I knew You are the love of my life I spent a lifetime waiting Always hesitating until you I was lost so deep inside my shell Til you came and saved me from myself Now all I really know is I need you And you are the love of my life All the joy and tears that I cry And baby baby baby You don't have to say a word I see it in your eyes As we stand together I promise forever til the day that I die You are the love of my life I spent a lifetime waiting Always hesitating until you I was lost so deep inside my shell Til you came and saved me from myself Now all I really know is I need you You are the love of my life And you are the reason I'm alive"
944,944,944,Craig Morgan,God Must Really Love Me,happy,944,"There's been times I've let my faith run thin Not been the man I should have been After all the trouble I've been in, I'da gave up on me I've lived hard and I've lived fast Lost things I will never get back Cause someone to look past all of that God must really love me When I look at the miracles around me At the way that I live and the way He forgives I know He's up there smiling down on me And I believe the only reason why I'm still alive is God must really love me Wake up and feel you by my side The perfect girl, the perfect time And see the way our future shines God must really love me When I look at the miracles around me At the dream that I live and the gift that he gives I know he's up there smiling down on me And I believe the only reason why I get to live this life is God must really love me When I showed the worst, He saw the best He pulled the world right off my chest Every day I wake up I feel blessed Yeah, I feel so blessed God must really love me God must really love me God must really love me"
945,945,945,Alan Jackson,Ring Of Fire,angry,945,"Love is a burning thing And it makes a fiery ring Bound by wild desire I fell into a ring of fire  I fell into a burning ring of fire I went down, down, down and the flames went higher And it burns, burns, burns, the ring of fire The ring of fire  The taste of love is sweet When hearts like ours meet I fell for you like a child Oh, but the fire went wild   And it burns, burns, burns, the ring of fire The ring of fire"
946,946,946,David Kersh,Goodnight Sweetheart,relaxed,946,"Window Seat 30,000 Feet Above The Ground Blue Moon Beams On Silver Wings Bring Me Down Slipping Off my coat for the long night flight I find a note she wrote last night I can almost hear those words as I close my eyes Goodnight Sweetheart sleep tight, wherever you are God hold you in his arms while we're apart Tho your far away your love will stay tucked away here in my heart Goodnight Sweetheart sleep tight wherever you are These days I leave, the one who needs me more and more it seems Its a high price that she pays for the dreams I dream So Goodnight Sweetheart sleep tight, wherever you are God hold u in his arms while we're apart Tho your far away your love will stay tucked away herre in my heart Goodnight Sweetheart sleep tight wherever you are"
947,947,947,Robert Earl Keen,Something I Do,relaxed,947,"I am the king of burning daylight, holdin' my own I've been doin' alright, leaving well enough alone My Daddy told me I was lazy, my momma said, I love you too I kind of like just, doin' nothing It's something that I do I kind of like just, doin' nothing It's something that I do I read the sports page, make some coffee, turn the TV on I feed the gold fish, fix a sandwich, ignore the telephone My baby tells me, you're so lazy, my baby say we love you too I kind of like just, doin' nothing It's something that I do (He kind of likes just doin' nothing) It's something that I do I got a cabin and a campfire, stars up in the sky (""sky"" echoes) I got a ummm, good hearted woman, I think I'm getting by I tell my baby, I am the walrus, my baby says Goo goo g'joob I kind of like just, doin' nothing It's something that I do (He kind of likes just doin' nothing) It's something that I do Alright (Instrumental) I love a clear day, an open highway, a lonesome fiddle tune I love a party, with friends and family, napping in the afternoon I might be lazy, I ain't crazy, I love my baby, she loves me too I kind of like (he kind of likes just), just doin' nothing It's something that I do I kind of like (he kind of likes just), just doin' nothing It's something that I do (He kind of likes just doin' nothing) It's something that I do (He kind of likes just doin' nothing) It's something that I do Alright"
948,948,948,Willie Nelson,Uncloudy Day,relaxed,948,"Oh, they tell me of a home far beyond the skies Oh, they tell me of a home far away Oh, they tell me of a home where no storm clouds rise Oh, they tell me of an unclouded day  Oh, the land of cloudless day Oh, the land of an unclouded day Oh, they tell me of a home where no storm clouds rise Oh, they tell me of an unclouded day  Oh, they tell me of a home where my friends have gone Oh, they tell me of that land far away Where the tree of life in eternal bloom Sheds its fragrance through the unclouded day  Oh, the land of cloudless day Oh, the land of an unclouded day Oh, they tell me of a home where no storm clouds rise Oh, they tell me of an unclouded day  Oh, they tell me of a King in His beauty there And they tell me that mine eyes shall behold Where He sits on the throne that is whiter than snow In the city that is made of gold  Oh, the land of cloudless day Oh, the land of an unclouded day Oh, they tell me of a home where no storm clouds rise Oh, they tell me of an unclouded day  Oh, they tell me that He smiles on His children there And His smile drives their sorrows all away And they tell me that no tears ever come again In that lovely land of unclouded day  Oh, the land of cloudless day Oh, the land of an unclouded day Oh, they tell me of a home where no storm clouds rise Oh, they tell me of an unclouded day"
949,949,949,Ryan Adams,To Be Young ,sad,949,"Young boy, done me bad, I went and did you wrong Young boy, done me bad, I went and did you wrong And I got high, Lord, I got high And I got a bone to pick with you And I'm sure you know its true  Oh, one day when you're looking back You were young, and man, you were sad When you're young, you get sad When you're young, you get sad, then you get high Oh, man  Young gal, done you bad, and I went and did you wrong Young gal, you done me bad, so I went and did you wrong And I got high, Lord, I got high Now you got a bone to pick with me But I wish you'd let me be  Oh, one day when you're looking back You were young, and man, you were sad When you're young, you get sad When you're young, you get sad, then you get high You get high  Ooh, the days the rain would fall your way Ooh, the days the rain would fall your way  Then you'd be high, 'cause you got sad 'Cause you got sad Oh, man Oh, man Oh, man Oh, man"
950,950,950,Reckless Kelly,Some People's Kids,angry,950,"Her daddy told her all the facts His mama taught him how to act At puberty they paid their dues The pool hall was the Moulin Rouge And he likes her skirt And she like his tight levi's Fannin' flames of the fire That burned higher than the fire in their eyes Mama's downtown on her lips Daddy's on a business trip A pinch from Mama's treasure chest Daddy comes up with the rest And some people's kids don't know how fast time flies Now they're payin' for the fire burnin' higher than the fire in their eyes Some people's kids can't see All some people's kids really need Is someone to be there To love 'em and to care, about them Daddy was a rollin' stone Mama chose to live alone Susie's out there on the wine Jimmy was friend of mine And some people's kids gotta sing so it's no surprise That the flame of the fire's burnin' higher than the fire in their eyes"
951,951,951,Praise Band,Awesome God,happy,951,"When He rolls up His sleeves He ain't just puttin' on the ritz (our God is an awesome God) There is thunder in His footsteps And lightning in His fist (our God is an awesome God) Well, the Lord wasn't joking When He kicked 'em out of Eden It wasn't for no reason that He shed his blood His return is very close and so you better be believing That our God is an awesome God Our God(our God) is an awesome God He reigns(He reigns) from heaven above With wisdom(with wisdom) pow'r and love Our God is an awesome God And when the sky was starless in the void of the night (our God is an awesome God) He spoke into the darkness and created the light (our God is an awesome God) Judgment and wrath he poured out on Sodom Mercy and grace He gave us at the cross I hope that we have not too quickly forgotten that Our God is an awesome God Our God is an awesome God Our God is an awesome God (Our God is an awesome God) (Our God is an awesome God) Our God is an awesome God Our God is an awesome God (Our God is an awesome God) (Our God is an awesome God) Our God is an awesome God Our God is an awesome God (Our God is an awesome God) (Our God is an awesome God)"
952,952,952,Phish,Free,relaxed,952,I'm floating in the blimp a lot I feel the feeling I forgot  Of swimming weightless in the womb Or bouncing gently 'round the room In a minute I'll be free And you'll be splashing in the sea  I feel no curiosity I see the path ahead of me  In a minute I'll be free And you'll be splashing in the sea We'll hear a tiny cry As the ship goes sliding by  Free Free   Free  I'm floating in the blimp a lot I feel the feeling I forgot I'm floating in the blimp a lot I feel free  Free Free Free Free
953,953,953,Christine McVie,Got A Hold On Me,happy,953,"You're lifting me up Never let me down And I smile Whenever you're around Ooh And I've got a feeling It'll work out right Can't stop thinking about you Every day and night Ooh, I got a love (I got somebody) This love (Got a hold on me) Yeah, I got a love (I got somebody) This love (Got a hold on me) Well, I've been in love And I've lost I can count the tears But I can't count the cost Oh, I've been down I've been used Now I know, I know, I know That I just can't lose Ooh, I got a love (I got somebody) This love (Got a hold on me) Yeah, I got a love (I got somebody) This love (Got a hold on me) Yeah, I got a love (I got somebody) This love (Got a hold on me) Ooh, I got a love (I got somebody) This love (Got a hold on me) Yeah, I got a love (I got somebody) This love (Got a hold on me) Ooh, I got a love (I got somebody) This love (Got a hold on me) I got a love (I got somebody) This love's got a hold on me I got a love (I got somebody) This love (Got a hold on me) Ooh, I got a love (I got somebody) This love (Got a hold on me) I got a love (I got somebody) This love's got a hold on me"
954,954,954,Chic,I Want Your Love,happy,954,"Nile, Chic, Gaga I want your love, I want your love I want your love, I want your love I want your love, I want your love  Do you feel, like you ever want to try my love and see how well it fits? Baby, can't you see when you look at me? I can't kick this feeling when it hits Oh, all alone, in my bed at night I grab my pillow and squeeze it tight I think of you And I dream of you, all of the time What am I gonna do?  I want your love, I want your love (I want your love, you know I need your love) I want your love, I want your love (I want your love, you know I need your love)  You know I need your love, you know I need your love You know I need your love, you know I need your love You know I need your love, you know I need your love  I'll share my dreams And make you see how really bad your love, I need I want your love, I need your love Just like the birds needs sky above I'll share my dreams And make you see how really bad your love, I need I'll share my dreams And make you see how really bad your love, I need  I want your love, I want your love (I want your love, you know I need your love) I want your love, I want your love (I want your love, you know I need your love) I want your love, I want your love (I want your love, you know I need your love) I want your love, I want your love (I want your love, you know I need your love)  I want your love, I want your love (Have you ever been in love?) You know I need your love, you know I need your love You know I want your love, you know I need your love You know I want your love, you know I need your love You know I want your love, you know I need your love You know I want your love, you know I need your love I want your love, need your love You know I need your love I want your love, I want your love"
955,955,955,Don Henley,Sunset Grill,relaxed,955,"Let's go down to the Sunset Grill We can watch the working girls go by Watch the basket people walk around and mumble Stare out at the auburn sky  There's an old man there from the old world To him, it's all the same Calls all his customers by name  Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill  You see a lot more meanness in the city It's the kind that eats you up inside Hard to come away with anything that feels like dignity Hard to get home with any pride  These days a man makes you somethin' And you never see his face But there is no hiding place  Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill  Respectable little murders pay They get more respectable every day Don't worry, girl I'm gonna stick by you And someday soon We're gonna get in that car And get outta here   Let's go down to the Sunset Grill Watch the working girls go by Watch the basket people walk around and mumble Gaze out at the auburn sky  Maybe we'll leave come springtime Meanwhile, have another beer What would we do without all these jerks anyway? Besides, all our friends are here  Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill Down at the Sunset Grill "
956,956,956,Underoath,A Boy Brushed Red Living In Black And White,angry,956,"Can you feel your heartbeat racing? Can you taste the fear in her sweat? You've done this wrong It's too far gone, these sheets tell of regret I admit that I'm just a fool for you I am just a fool for you  Here is where we both go wrong  Tonight's your last chance to Do exactly what you want to And this could be my night This is what makes me feel alive, makes you feel alive Here is where we both go wrong So sign me up and toss this key 'Cause for now we're living  In this moment that we both ignore the truth It's all over, it's all over I feel your heart against mine So take a breath and close your eyes, eyes  Your lungs have failed and they've both stopped breathing My heart is dead, it's way past beating Something has gone terribly wrong I'm scared, you're scared, we're scared of this I never thought we'd make it out alive I never told you, but it's all in your goodbyes It's all in your goodbyes  Well, look who's dying now Slit wrists sleeping with the girl next door I always knew you were such a sucker for that It doesn't matter, what you say You never mattered anyway I never mattered anyway  In this moment that we both ignore the truth It's all over, it's all over I feel your heart against mine So take a breath and close your eyes, eyes  Your lungs have failed and they've both stopped breathing My heart is dead, it's way past beating Something has gone terribly wrong I'm scared, you're scared, we're scared of this I never thought we'd make it out alive I never told you, but it's all in your goodbyes It's all in your goodbyes  Don't shake, I hate to see you tremble Trembling, you've lost your touch Haven't you? I'm so addicted So addicted  Your lungs have failed and they've both stopped breathing My heart is dead, it's way past beating Something has gone terribly wrong Gone wrong Your lungs have failed and they've both stopped breathing My heart is dead, it's way past beating Something has gone terribly wrong I'm scared, you're scared, we're scared of this I never thought we'd make it out alive I never told you, but it's all in your goodbyes It's all in your goodbyes  I never thought we'd make it out alive I never thought we'd make it out alive I never thought we'd make it out alive It's all in your goodbyes"
957,957,957,Vreid,Disciplined,angry,957,"This is times of battle This is times of war This is time for discipline No mercy for a war whore  Life turns harsh But lust doesn't disappear Life turns dark But attraction is still there To taste the forbidden To dance with the wolves Erotic deceit Pleasure above rules  This is times of battle This is times of war This is time for discipline No mercy for a war whore   This game, this flirt will come to an end Power will change Our nation will rise again The hordes will scream for your death They will claim revenge They will ravage your body They will serve you hell  Spitting in the eyes of your defenders With open legs you surrender Embracing the muscular overpower Our pride you so simply devour"
958,958,958,Belphegor,Blood Magick Necromance,angry,958,"The price of illusion, initiating torment Devoted you travel through the firmament Advise the devil, to destroy this plane All hope is fucked, embellished sacred remains Naths in morte Blood magick necromance Feast upon the dead Countess your mark, breathes the plague Sordid remains, adorn morbid sanctuary Lechery addiction, your celestial charms A glorified impulse, seven severed arteries Naths in morte Blood magick necromance Feast upon the dead Spit upon a dew drenched breast Slutfuck necromance, piss rains upon a poisoned sea Blood magick necromance Sukkubus: Consume my flesh! Blood magick necromance Feast upon the dead Blood magick necromance Raped by the elements, forgotten, dismembered"
959,959,959,Murder By Death,Comin' Home,relaxed,959,"By the light of the moon, I'm comin' home Howlin' all the way, I'm comin' home On my hands and knees, I'm comin' home I know when I've been beat, yea, I'm comin' home By the skin of my teeth, I'm comin' home By the sole of my feet, you know I'm comin' home I'm comin' home, but I ain't comin' home for you I'm riding out the wind, I'm comin' home It don't matter where I've been, I'm comin' home Crawlin' on all fours, I'm comin' home Turnin' brick walls into doors, I'm comin' home I've got the taste in my mouth I've got a hunger in my gut My skin has turned to leather My hair is banded rope My knees have buckled beneath the weight of doubt But now I miss things that I have done without I'm comin' home But I ain't comin' home for you I'm comin' home Ain't nothin' you can do about it Ain't nothin' you can do about it Don't leave the light on Don't need you anymore, my old friend Put a cross above the door Lay up the boards I'm on my way I'm comin' home I'm comin' home I'm comin' home I'm comin' home I'm comin' home"
